Title,Acronym,Source,Rank,,Primary For,
"International Council for Research and Innovation in Building and Construction (CIB) Meetings, Workshops, Symposia, Conferences",CIB,ERA2010,A,No,1202,
International Crashworthiness Conference,,ERA2010,B,No,0902,0913
International Cross-Domain Conference for Machine Learning and Knowledge Extraction,CD-MAKE,CORE2023,C,Yes,4602,4608
International CSI Computer Conference,CSICC,CORE2023,National: Iran,No,4613,
International Database Conference (HK CS),IDC(W),CORE2017,L,No,,
International Database Engineering and Applications Symposium,IDEAS,CORE2023,C,Yes,4605,
International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),EuroPar,CORE2023,B,Yes,4606,
International Fatigue Congress,,ERA2010,A,No,0901,0910
International Federation of Automatic Control World Congress,IFAC,CORE2018,C,No,,
International Ferroalloy Congress,,ERA2010,A,No,0914,
International FLINS Conference on Robotics and Artificial Intelligence (was International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference),FLINS,CORE2023,C,Yes,4602,
International Forum on Applied Wearable Computing,IFAWC,CORE2018,C,No,0806,
International French Speaking Conference on Logic and Constraint Programming,JFPLC,CORE2018,C,No,0802,
International Frontiers of Algorithmics Workshop,FAW,CORE2023,National: China,No,4613,
International Geostatistics Congress,,ERA2010,A,No,0914,
International Group for Lean Construction Conference,IGLC,ERA2010,A,No,1202,
International Heavy Haul Association Conference,,ERA2010,A,No,0913,0915
International Heavy Haul Conference,,ERA2010,A,No,0913,0915
International ICSC Congress on Intelligent Systems and Applications,IICISA,CORE2018,C,No,0801,
International IEEE Security in Storage Workshop,SISW,CORE2018,C,No,0803,
International IEEE Workshop on Software Evolvability,SE,CORE2018,C,No,0803,
International Joint Conference CAAP/FASE on Theory and Practice of Software Development,TAPSOFT,CORE2018,C,No,0803,
International Joint Conference on Artificial Intelligence,IJCAI,CORE2023,A*,Yes,4602,4603
International Joint Conference on Automated Reasoning,IJCAR,CORE2023,A,Yes,4602,4613
"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,CORE2023,A*,Yes,4602,
International Joint Conference on Biometrics,IJCB,CORE2023,B,Yes,4603,4608
International Joint Conference on Computational Intelligence,IJCCI,CORE2023,C,Yes,4602,
International Joint Conference on Computational Linguistics,IJCNLP2,CORE2018,B,No,,
International Joint Conference on e-Business and Telecommunications,ICETE,CORE2018,C,No,0806,
"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,CORE2023,C,Yes,4605,
International Joint Conference on Natural Language Processing,IJCNLP,CORE2023,B,No,4602,
International Joint Conference on Qualitative and Quantitative Practical Reasoning,ESQARU,CORE2018,A,No,0801,
International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),CORE2023,C,No,4602,
International Joint Conference on Rules and Reasoning,RuleML+RR,CORE2023,B,Yes,4602,4601
International Joint Workshop on Computational Creativity,IJWCC,ERA2010,B,No,1203,
International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,CORE2023,C,No,4602,
International Logic Programming Symposium,ILPS,CORE2018,A,No,0801,
International Machine Vision and Image Processing Conference,IMVIP,CORE2023,National: ireland,No,4603,
International Manufacturing Leaders Forum,,ERA2010,C,No,0910,0915
International Maritime Conference,,ERA2010,B,No,0911,
"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",VECPAR,CORE2018,B,No,0805,
International Mineral Processing Congress,,ERA2010,A,No,0914,
International Multi-Conference on Engineering and Technological Innovation,IMETI,ERA2010,C,No,09,
International Natural Language Generation Conference,INLG,CORE2023,B,Yes,4602,
International Network for Tropical Architecture conferences,INTA,ERA2010,C,No,1201,
International Network Optimization Conference,INOC,CORE2023,C,No,4606,
"International NZ Conference on Computer-Human Interaction ",SIGCHI-NZ,CORE2017,Australasian,No,,
International Parallel Computing Workshop,PCW,CORE2018,C,No,0805,
International Picture Coding Symposium,PCS,CORE2023,C,No,4603,
International Pipeline Conference,,ERA2010,A,No,0913,
International Planning History Society,IPHS,ERA2010,B,No,1205,
International Postgraduate Research Conference (Research Institute for the Built and Human Environment (BuHu)),BuHu IPGRC,ERA2010,C,No,1202,
International Python Conference,IPythC,CORE2018,C,No,0803,
International Research Council on the Biomechanics of Impact,,ERA2010,A,No,0902,0913
International Research Week Conference,IPGRC,ERA2010,C,No,1202,
International Science Conference on Computer Networks,CN,CORE2021,National:Poland,Yes,4606,
International Semantic Web Conference,ISWC,CORE2023,A,Yes,4605,
International Society of Rock Mechanics Series of Symposia and Conferences,ISRM,ERA2010,A,No,0905,
International Symposium 'Problems of Redundancy in Information and Control Systems',Redundancy,CORE2023,National Russia,Yes,4604,
International Symposium Component-Based Software Engineering,CBSE,CORE2017,B,Yes,0803,
International Symposium of Automation and Robotics in Construction,,ERA2010,A,No,0905,
International Symposium on 3D Data Processing Visualization and Transmission,3DPVT,CORE2018,C,No,0801,
International Symposium on Active Control of Sound and Vibration,,ERA2010,A,No,0913,
International Symposium on Advanced DB Technologies and Integration,ADTI,CORE2018,B,No,0804,
International Symposium on Advanced Technology for Plasticity,,ERA2010,A,No,0910,
International Symposium on Advances in Abrasive Technology,,ERA2010,A,No,0910,
International Symposium on Algorithmic Game Theory,SAGT,CORE2023,B,No,4613,
International Symposium on Algorithms and Computation,ISAAC,CORE2023,A,Yes,4613,
International Symposium on Algorithms and Experiments for  Wireless Networks,Algosensors,CORE2023,C,Yes,4606,
International Symposium on Applications and the Internet,SAINT,CORE2018,C,No,0899,
"International Symposium on Applied Algebra, Algebraic Algorithms and Error-Correcting Codes",AAAAECC,CORE2018,B,No,0802,
International Symposium on Applied Computational Intelligence and Informatics,SACI,CORE2023,National: Romania,No,4602,
International Symposium on Applied Machine Intelligence and Informatics,SAMI,CORE2023,National: slovakia,No,4602,
International Symposium on Artificial Intelligence and Mathematics,ISAIM,CORE2023,National: USA,Yes,4602,
International Symposium on Artificial Life and Robotics,AROB,CORE2023,C,No,4602,
"International Symposium on Audio, Video, Image Processing and Intelligent Applications",ISAVIIA,CORE2018,C,No,0801,
International Symposium on Automated Technology for Verification and Analysis,ATVA,CORE2023,B,Yes,4612,
International Symposium on Automation and Robotics in Construction,ISARC,CORE2023,C,No,4602,
International Symposium on Autonomous Decentralized Systems,ISADS,CORE2023,C,No,4606,
International Symposium on Cavitation,,ERA2010,B,No,0915,
International Symposium on Circuits and Systems,CIRSYS,CORE2018,C,No,1006,
International Symposium on Code Generation and Optimization,CGO,CORE2023,A,No,4612,
International Symposium on Collaborative Technologies and Systems,CTS,CORE2018,C,No,0805,
International Symposium on Combinatorial Optimisation,ISCO,CORE2023,C,No,4613,
International Symposium on Combustion,,ERA2010,A,No,0913,
International Symposium on Communications and Information Technologies,ISCIT,ERA2010,B,No,1005,
International Symposium on Computational Geomechanics,,ERA2010,A,No,0905,
International Symposium on Computational Geometry,SoCG,CORE2023,A,Yes,4613,
International Symposium on Computational Life Science,CompLife,CORE2018,B,No,0801,
International Symposium on Computer and Information Sciences,ISCIS,CORE2020,C,No,46,
International Symposium on Computer Architecture and High Performance Computing,SBAC-PAD,CORE2023,C,Yes,4606,
International Symposium on Computer Design,COMPDES,CORE2018,C,No,1005,
International Symposium on Cooperative Database Systems for Advanced Applications,CODAS,CORE2018,C,No,0804,
"International Symposium on Data, privacy and E-Commerce",ISDPE,CORE2018,C,No,0803,
International Symposium on Distributed Computing (was WDAG),DISC,CORE2023,A,Yes,4606,
International Symposium on Distributed Simulation and Real Time Applications,DS-RT,CORE2023,C,Yes,4606,4608
International Symposium on Empirical Software Engineering,ISESE,CORE2018,B,No,0803,
International Symposium on Empirical Software Engineering and Measurement,ESEM,CORE2023,A,Yes,4612,
"International Symposium on Environmental Vibrations: Prediction, Monitoring, Mitigation and Evaluation",,ERA2010,B,No,0905,
International Symposium on Experimental Algorithms,SEA,CORE2023,B,No,4613,
International Symposium on Fault-Tolerant Computing,FTCS,ERA2010,C,No,0905,
International Symposium on Formal Methods (was Formal Methods Europe FME),FM,CORE2023,A,Yes,4612,
International Symposium on Foundations of Intelligent Systems,ISMIS,CORE2023,C,No,4602,
International Symposium on frontiers in offshore geotechnics,,ERA2010,B,No,0905,
International Symposium on Functional and Logic Programming,FLOPS,CORE2023,National: Japan,No,4613,
International Symposium on Fundamentals of Computation Theory,FCT,CORE2023,B,Yes,4613,
International Symposium on Future Software Technology,ISFST,CORE2018,C,No,0803,
International Symposium on Grids and Clouds (was International Symposium on Grid Computing),ISGC,CORE2023,C,No,4606,
International Symposium on High Performance Computer Architecture,HPCA,CORE2023,A*,Yes,CSE,
International Symposium on Information and Communication Technologies,ISICT,CORE2020,C,No,46,
International Symposium on Information Assurance and Security,IAS,CORE2023,C,No,4604,
International Symposium on Information Processing,ISIP,CORE2018,C,No,0806,
International Symposium on Information Theory and Its Applications,ISITA,CORE2023,C,Yes,4613,
International Symposium on Innovations in Intelligent Systems and Applications,INISTA,CORE2023,C,No,4602,
International Symposium on Intelligent and Interactive Multimedia: Systems and Services,KES IIMSS,CORE2020,C,No,4603,
"International Symposium on Intelligent Multimedia, Video and Speech Processing",ISIMP,CORE2014,C,No,1006,
International Symposium on Intelligent Systems and Informatics,SISY,CORE2023,National: serbia,No,4602,
International Symposium on Latin American Theoretical Informatics,LATIN,CORE2023,B,Yes,4613,
"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,CORE2023,C,No,4612,
International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,CORE2023,C,Yes,4613,
International Symposium on Mathematical Foundations of Computer Science,MFCS,CORE2023,A,Yes,4613,
International Symposium on Mathematical Morphology,ISMM,CORE2018,B,No,0801,
International Symposium on Memory Management,ISMM,CORE2023,C,Yes,4606,
International Symposium on Microarchitecture,MICRO,CORE2023,TBR,No,CSE,
"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,CORE2023,B,Yes,4606,
